idx,count_00_00_00,count_00_30_00,count_01_00_00,count_01_30_00,count_02_00_00,count_02_30_00,count_03_00_00,count_04_00_00,h3id,point,poly
78,10.0,10,10.0,9.0,9.0,7.0,7.0,6.0,892f5a32e8fffff,POINT(139.796112443796 35.7120544351274),"POLYGON((139.798098960165 35.7115812217735, 139.797533956254 35.7133356705037, 139.795547403673 35.7138088524641, 139.794125951713 35.7125276044347, 139.794691005482 35.7107732086712, 139.796677461357 35.7103000079707, 139.798098960165 35.7115812217735))"
79,7.0,7,7.0,,,,,,892f5a32eabffff,POINT(139.790153040421 35.7134738109128),"POLYGON((139.79213948392 35.7130007296961, 139.79157437138 35.714755084241, 139.789587891676 35.7152281340596, 139.788166621222 35.7139468480858, 139.788731783602 35.7121925465114, 139.7907181666 35.7117194779406, 139.79213948392 35.7130007296961))"
80,14.0,14,13.0,11.0,10.0,7.0,7.0,6.0,892f5a32ebbffff,POINT(139.792704573895 35.7112463653275),"POLYGON((139.794691005482 35.7107732086712, 139.794125951713 35.7125276044347, 139.79213948392 35.7130007296961, 139.7907181666 35.7117194779406, 139.791283270214 35.7099651351465, 139.793269641306 35.7094919911389, 139.794691005482 35.7107732086712))"
81,44.0,44,43.0,35.0,33.0,29.0,28.0,17.0,892f5a34453ffff,POINT(139.665062600204 35.709212598866),"POLYGON((139.667046600177 35.708741893147, 139.666479469807 35.7104942857764, 139.664495433807 35.71096496003, 139.663078624781 35.7096832606429, 139.663645804599 35.7079309210715, 139.665629743999 35.7074602278295, 139.667046600177 35.708741893147))"
82,8.0,8,8.0,,,,,,892f5a3448fffff,POINT(139.659113761215 35.6992997651762),"POLYGON((139.661097386314 35.698829058897, 139.660530234052 35.7005813632642, 139.658546572943 35.7010520380831, 139.65713016067 35.6997704275291, 139.65769736235 35.6980181762267, 139.659680926888 35.6975474824138, 139.661097386314 35.698829058897))"
83,12.0,12,12.0,11.0,10.0,6.0,6.0,7.0,892f5a344c3ffff,POINT(139.666763963782 35.703955456154),"POLYGON((139.668747855676 35.7034846560498, 139.66818079311 35.70523707828, 139.666196865191 35.7057078469243, 139.664780096429 35.7044262123208, 139.665347208442 35.7026738431488, 139.667331039773 35.7022030555224, 139.668747855676 35.7034846560498))"
84,27.0,27,27.0,22.0,22.0,16.0,16.0,11.0,892f5a344cbffff,POINT(139.667613707944 35.706989490647),"POLYGON((139.669597696431 35.706518709523, 139.669030624693 35.7082711434851, 139.667046600177 35.708741893147, 139.665629743999 35.7074602278295, 139.666196865191 35.7057078469243, 139.66818079311 35.70523707828, 139.669597696431 35.706518709523))"
85,16.0,16,16.0,11.0,11.0,7.0,7.0,,892f5a344cfffff,POINT(139.664212961815 35.7061785716295),"POLYGON((139.666196865191 35.7057078469243, 139.665629743999 35.7074602278295, 139.663645804599 35.7079309210715, 139.662229082987 35.7066492523969, 139.662796253622 35.7048969245511, 139.664780096429 35.7044262123208, 139.666196865191 35.7057078469243))"
86,8.0,8,8.0,5.0,,,,,892f5a34693ffff,POINT(139.670163409954 35.7160918486835),"POLYGON((139.67214768827 35.715621124501, 139.671580589021 35.7173735936039, 139.669596274663 35.717844286318, 139.66817915618 35.7165625289123, 139.668746304903 35.7148101128621, 139.670730522638 35.7143394011652, 139.67214768827 35.715621124501))"
87,5.0,5,5.0,5.0,5.0,5.0,5.0,5.0,892f5a3549bffff,POINT(139.700791615373 35.7460452440222),"POLYGON((139.702777262883 35.7455742760628, 139.702210437328 35.7473272096884, 139.700224753705 35.7477981461713, 139.698805992363 35.7465161679706, 139.699372867527 35.7447632873682, 139.701358454427 35.7442923319436, 139.702777262883 35.7455742760628))"
88,5.0,5,5.0,,,,,,892f5a354d3ffff,POINT(139.705048303581 35.7498911680422),"POLYGON((139.707034132929 35.7494201624651, 139.706467347887 35.751173160722, 139.704481482416 35.7516441348217, 139.703062498727 35.7503621296007, 139.703629333396 35.7486091843631, 139.705615102131 35.7481381913274, 139.707034132929 35.7494201624651))"
89,18.0,18,18.0,13.0,13.0,7.0,6.0,,892f5a354d7ffff,POINT(139.701643589158 35.7490801333826),"POLYGON((139.703629333396 35.7486091843631, 139.703062498727 35.7503621296007, 139.701076718372 35.7508330471417, 139.699657869421 35.7495510383871, 139.700224753705 35.7477981461713, 139.702210437328 35.7473272096884, 139.703629333396 35.7486091843631))"
90,11.0,11,10.0,8.0,8.0,5.0,5.0,,892f5a36017ffff,POINT(139.668469901886 35.6647235335353),"POLYGON((139.67045278247 35.6642522423261, 139.669886045947 35.6660047116369, 139.667903129374 35.6664759714205, 139.666487045815 35.6651947808496, 139.667053831739 35.6634423646068, 139.669036651823 35.6629710858672, 139.67045278247 35.6642522423261))"
91,7.0,7,5.0,,,,,,892f5a3604bffff,POINT(139.675267731384 35.6776684133231),"POLYGON((139.677251083013 35.6771971415367, 139.676684359298 35.6789497112693, 139.674700971658 35.6794209516229, 139.673284404262 35.6781396411947, 139.673851177416 35.6763871245219, 139.675834468529 35.6759158652177, 139.677251083013 35.6771971415367))"
92,9.0,9,8.0,7.0,7.0,,,,892f5a3605bffff,POINT(139.677817784148 35.6754445620004),"POLYGON((139.679801124267 35.6749732148689, 139.679234459145 35.6767258258347, 139.677251083013 35.6771971415367, 139.675834468529 35.6759158652177, 139.676401183095 35.6741633073105, 139.678384462704 35.673691972664, 139.679801124267 35.6749732148689))"
93,6.0,6,6.0,5.0,,,,,892f5a36063ffff,POINT(139.665068928137 35.6752380139714),"POLYGON((139.667052024671 35.6747669113431, 139.666485152676 35.6765193218888, 139.664502020147 35.6769903930807, 139.66308585613 35.6757090726958, 139.663652777529 35.6739567152174, 139.665635813545 35.6734856250569, 139.667052024671 35.6747669113431))"
94,18.0,18,17.0,13.0,13.0,9.0,9.0,7.0,892f5a36073ffff,POINT(139.667618874085 35.6730144909939),"POLYGON((139.669601959145 35.6725433130273, 139.669035145727 35.6742957648096, 139.667052024671 35.6747669113431, 139.665635813545 35.6734856250569, 139.666202676372 35.6717332263409, 139.668185700918 35.671262060845, 139.669601959145 35.6725433130273))"
95,7.0,7,7.0,,,,,,892f5a3607bffff,POINT(139.668468309728 35.6760482067903),"POLYGON((139.670451491301 35.6755770477843, 139.669884668721 35.6773295113948, 139.667901451148 35.6778006389656, 139.666485152676 35.6765193218888, 139.667052024671 35.6747669113431, 139.669035145727 35.6742957648096, 139.670451491301 35.6755770477843))"
96,10.0,10,9.0,6.0,6.0,,,,892f5a3608fffff,POINT(139.671019496419 35.6624997632342),"POLYGON((139.673002365519 35.6620283967067, 139.672435687562 35.6637809072209, 139.67045278247 35.6642522423261, 139.669036651823 35.6629710858672, 139.669603379187 35.6612186284198, 139.671586187794 35.6607472743648, 139.673002365519 35.6620283967067))"
97,18.0,18,17.0,10.0,10.0,9.0,9.0,6.0,892f5a360b3ffff,POINT(139.666771366439 35.6586563863237),"POLYGON((139.668754054064 35.6581850572068, 139.668187335862 35.6599375027817, 139.666204612256 35.6604088004772, 139.664788703327 35.6591276715538, 139.665355470916 35.6573752790497, 139.66733809805 35.6569039623985, 139.668754054064 35.6581850572068))"
98,42.0,42,41.0,29.0,29.0,19.0,19.0,15.0,892f5a360bbffff,POINT(139.667620595087 35.6616899385829),"POLYGON((139.669603379187 35.6612186284198, 139.669036651823 35.6629710858672, 139.667053831739 35.6634423646068, 139.665637835499 35.6621612048552, 139.666204612256 35.6604088004772, 139.668187335862 35.6599375027817, 139.669603379187 35.6612186284198))"
99,5.0,5,5.0,,,,,,892f5a360dbffff,POINT(139.682067558988 35.6679626730606),"POLYGON((139.684050779552 35.6674911563202, 139.683484240746 35.6692438378773, 139.68150098417 35.669715323197, 139.680084362911 35.6684341458919, 139.680650951163 35.6666815173925, 139.682634111232 35.6662100131409, 139.684050779552 35.6674911563202))"
100,7.0,7,7.0,,,,,,892f5a3620bffff,POINT(139.676117181637 35.6920278063078),"POLYGON((139.678100930958 35.6915566856907, 139.677534112038 35.6933092613604, 139.67555032669 35.693780350533, 139.67413345683 35.6924988829935, 139.67470032521 35.690746360379, 139.676684013993 35.6902752522491, 139.678100930958 35.6915566856907))"
101,7.0,7,7.0,,,,,,892f5a3620fffff,POINT(139.672716660944 35.6912174245801),"POLYGON((139.67470032521 35.690746360379, 139.67413345683 35.6924988829935, 139.672149756543 35.6929699157488, 139.670733021199 35.6916884448533, 139.671299939027 35.6899359752966, 139.673283542755 35.6894649235779, 139.67470032521 35.690746360379))"
102,8.0,8,7.0,6.0,6.0,,,,892f5a36263ffff,POINT(139.671015879966 35.6964748685709),"POLYGON((139.672999652298 35.6960038987126, 139.672432716143 35.6977563918098, 139.670448907787 35.6982273302169, 139.669032132162 35.6969457944969, 139.669599117767 35.6951933544572, 139.67158282955 35.6947223970804, 139.672999652298 35.6960038987126))"
103,7.0,7,7.0,5.0,5.0,,,,892f5a36273ffff,POINT(139.67356656586 35.6942513957726),"POLYGON((139.67555032669 35.693780350533, 139.674983449153 35.6955328849209, 139.672999652298 35.6960038987126, 139.67158282955 35.6947223970804, 139.672149756543 35.6929699157488, 139.67413345683 35.6924988829935, 139.67555032669 35.693780350533))"
104,16.0,16,16.0,8.0,8.0,,,,892f5a36297ffff,POINT(139.678667771443 35.6784784269986),"POLYGON((139.68065120809 35.6780070988096, 139.680084533824 35.6797597215994, 139.678101061161 35.6802310183568, 139.676684359298 35.6789497112693, 139.677251083013 35.6771971415367, 139.679234459145 35.6767258258347, 139.68065120809 35.6780070988096))"
105,5.0,5,5.0,5.0,,,,,892f5a3629bffff,POINT(139.682918280456 35.6823223382025),"POLYGON((139.684901898653 35.6818509725392, 139.684335264714 35.683603660197, 139.682351610491 35.6840749944278, 139.680934686754 35.6827936599399, 139.681501370161 35.6810410253353, 139.68348492784 35.6805696721657, 139.684901898653 35.6818509725392))"
106,6.0,6,6.0,5.0,5.0,,,,892f5a362cbffff,POINT(139.685469498515 35.6914244653208),"POLYGON((139.687453406385 35.6909531564685, 139.686886745046 35.6927058795117, 139.684902801138 35.6931771569253, 139.683485615142 35.6918957302352, 139.684052325969 35.690143060241, 139.686036173307 35.6896717638882, 139.687453406385 35.6909531564685))"
107,7.0,7,5.0,,,,,,892f5a363cfffff,POINT(139.658267682913 35.6849415705123),"POLYGON((139.660250910351 35.6844707129067, 139.659683853431 35.6862230114867, 139.657700589998 35.6866938376437, 139.656284480022 35.6854123842083, 139.656851586338 35.6836601386976, 139.658834753238 35.6831892935533, 139.660250910351 35.6844707129067))"
108,5.0,5,5.0,,,,,,892f5a36403ffff,POINT(139.687165716707 35.6521883820284),"POLYGON((139.689148613209 35.6517165825834, 139.688582277508 35.6534693520404, 139.686599345002 35.6539411200811, 139.685182844671 35.6526601375781, 139.685749229814 35.6509074211796, 139.68773206585 35.6504356342259, 139.689148613209 35.6517165825834))"
109,10.0,10,10.0,9.0,9.0,5.0,5.0,,892f5a36407ffff,POINT(139.683766418247 35.6513791642405),"POLYGON((139.685749229814 35.6509074211796, 139.685182844671 35.6526601375781, 139.683199997106 35.6531318492334, 139.681783631152 35.6518508634095, 139.682350065725 35.6500982000722, 139.684332816825 35.6496264694979, 139.685749229814 35.6509074211796))"
110,6.0,6,5.0,,,,,,892f5a36433ffff,POINT(139.680367339099 35.6505698867572),"POLYGON((139.682350065725 35.6500982000722, 139.681783631152 35.6518508634095, 139.679800868535 35.6523225186877, 139.678384636953 35.6510415295539, 139.678951120944 35.6492889192803, 139.680933787101 35.648817245077, 139.682350065725 35.6500982000722))"
111,6.0,6,6.0,5.0,5.0,,,,892f5a36437ffff,POINT(139.676968479269 35.6497605495977),"POLYGON((139.678951120944 35.6492889192803, 139.678384636953 35.6510415295539, 139.676401959291 35.6515131284633, 139.674985862078 35.6502321360304, 139.675552395476 35.648479578823, 139.677534976682 35.6480079609825, 139.678951120944 35.6492889192803))"
112,30.0,30,30.0,25.0,25.0,19.0,18.0,15.0,892f5a36453ffff,POINT(139.69481554178 35.6568404675843),"POLYGON((139.696798704615 35.656368574245, 139.696232458726 35.6581214617079, 139.694249259872 35.6585933236432, 139.692832403399 35.657312317017, 139.693398698759 35.6555594826061, 139.695381801125 35.6550876017697, 139.696798704615 35.656368574245))"
113,59.0,59,58.0,52.0,51.0,44.0,44.0,39.0,892f5a3645bffff,POINT(139.695666190274 35.6598743394133),"POLYGON((139.697649449601 35.6594024649733, 139.697083194607 35.6611553643234, 139.695099899258 35.6616272073573, 139.693682955401 35.6603461699427, 139.694249259872 35.6585933236432, 139.696232458726 35.6581214617079, 139.697649449601 35.6594024649733))"
114,6.0,6,6.0,,,,,,892f5a3649bffff,POINT(139.694813135311 35.6455142967674),"POLYGON((139.696795997162 35.6450422714415, 139.696229837155 35.6467951643193, 139.694246939297 35.6472671582508, 139.692830297906 35.6459862781994, 139.693396507369 35.6442334383768, 139.695379308769 35.6437614255507, 139.696795997162 35.6450422714415))"
115,8.0,8,8.0,6.0,6.0,,,,892f5a364afffff,POINT(139.679517582372 35.6475362992588),"POLYGON((139.681500212541 35.6470645936508, 139.680933787101 35.648817245077, 139.678951120944 35.6492889192803, 139.677534976682 35.6480079609825, 139.678101451534 35.6462553626214, 139.680084021239 35.6457836694933, 139.681500212541 35.6470645936508))"
116,5.0,5,5.0,,,,,,892f5a364d7ffff,POINT(139.695663654593 35.6485480474619),"POLYGON((139.697646612907 35.6480760410287, 139.697080443799 35.6498289458288, 139.695097449473 35.6503009208656, 139.693680720726 35.6490200099973, 139.694246939297 35.6472671582508, 139.696229837155 35.6467951643193, 139.697646612907 35.6480760410287))"
117,44.0,44,44.0,37.0,37.0,20.0,19.0,13.0,892f5a3658bffff,POINT(139.668473084753 35.6420748628059),"POLYGON((139.670455363632 35.6416033073169, 139.669888799145 35.6433557876156, 139.667906484298 35.6438273116982, 139.666490830371 35.6425463744252, 139.667057444228 35.6407939472007, 139.669039662645 35.6403224041753, 139.670455363632 35.6416033073169))"
118,44.0,44,44.0,36.0,35.0,21.0,21.0,14.0,892f5a365c7ffff,POINT(139.669322212097 35.6451082581742),"POLYGON((139.67130458741 35.644636721626, 139.67073801377 35.6463892138492, 139.668755602485 35.6468607189889, 139.667339861281 35.6455797508487, 139.667906484298 35.6438273116982, 139.669888799145 35.6433557876156, 139.67130458741 35.644636721626))"
119,11.0,11,11.0,8.0,8.0,5.0,5.0,,892f5a365cfffff,POINT(139.670171417566 35.6481416963267),"POLYGON((139.672153889322 35.6476701787195, 139.671587306529 35.6494226828581, 139.669604798797 35.6498941690548, 139.668188970308 35.6486131700562, 139.668755602485 35.6468607189889, 139.67073801377 35.6463892138492, 139.672153889322 35.6476701787195))"
120,53.0,53,51.0,40.0,39.0,27.0,26.0,15.0,892f5a365d7ffff,POINT(139.671871138488 35.6428842196608),"POLYGON((139.673853502322 35.6424126078328, 139.673286987217 35.6441651412031, 139.67130458741 35.644636721626, 139.669888799145 35.6433557876156, 139.670455363632 35.6416033073169, 139.672437667005 35.6411317079573, 139.673853502322 35.6424126078328))"
121,6.0,6,6.0,5.0,5.0,5.0,,,892f5a3665bffff,POINT(139.701622922216 35.6811126359067),"POLYGON((139.703606857224 35.6806408937658, 139.703040538529 35.6823938760704, 139.701056567469 35.6828655867904, 139.699639011663 35.6815843341086, 139.700205379883 35.6798314048447, 139.702189254387 35.6793596752223, 139.703606857224 35.6806408937658))"
122,5.0,5,5.0,,,,,,892f5a36693ffff,POINT(139.699917425087 35.6637174415485),"POLYGON((139.701900865842 35.6632455295808, 139.701334651242 35.6649984938557, 139.699351174455 35.6654703744165, 139.697934008781 35.6641893095981, 139.698500272877 35.6624363983698, 139.700483653155 35.6619644989136, 139.701900865842 35.6632455295808))"
123,22.0,22,22.0,20.0,19.0,15.0,15.0,14.0,892f5a36697ffff,POINT(139.69651691705 35.6629082539104),"POLYGON((139.698500272877 35.6624363983698, 139.697934008781 35.6641893095981, 139.695950616927 35.6646611337304, 139.694533585677 35.6633800655363, 139.695099899258 35.6616272073573, 139.697083194607 35.6611553643234, 139.698500272877 35.6624363983698))"
124,9.0,9,9.0,6.0,6.0,,,,892f5a366abffff,POINT(139.688867704038 35.6695818844748),"POLYGON((139.690851094549 35.669110254919, 139.690284654671 35.6708630425839, 139.688301228137 35.6713346407215, 139.686884338 35.6700534701144, 139.687450827348 35.6683007355021, 139.689434157367 35.6678291184445, 139.690851094549 35.669110254919))"
125,5.0,5,,,,,,,892f5a366bbffff,POINT(139.691417511857 35.6673574574723),"POLYGON((139.693400890815 35.6668857525843, 139.692834509532 35.6686385814459, 139.690851094549 35.669110254919, 139.689434157367 35.6678291184445, 139.690000588125 35.6660763426345, 139.691983906595 35.6656046502476, 139.693400890815 35.6668857525843))"
126,8.0,8,8.0,7.0,7.0,7.0,7.0,6.0,892f5a37007ffff,POINT(139.701633250978 35.7150953894568),"POLYGON((139.703618090189 35.7146240436873, 139.703051513624 35.7163770080777, 139.701066638329 35.7168483223974, 139.699648436245 35.7155666912492, 139.700215062379 35.7138137798901, 139.702199841031 35.7133424466483, 139.703618090189 35.7146240436873))"
127,11.0,11,11.0,9.0,9.0,6.0,6.0,,892f5a37013ffff,POINT(139.707587842029 35.7136812202133),"POLYGON((139.70957275465 35.7132097425067, 139.709006286352 35.7149628012372, 139.70702133764 35.7154342474986, 139.705602953874 35.7141526539398, 139.706169471759 35.712399648237, 139.708154323826 35.7119281830655, 139.70957275465 35.7132097425067))"
128,41.0,41,39.0,30.0,29.0,24.0,24.0,23.0,892f5a37017ffff,POINT(139.704184644159 35.7128710694309),"POLYGON((139.706169471759 35.712399648237, 139.705602953874 35.7141526539398, 139.703618090189 35.7146240436873, 139.702199841031 35.7133424466483, 139.70276640849 35.7115894939755, 139.704751175535 35.711118085312, 139.706169471759 35.712399648237))"
129,12.0,11,11.0,10.0,10.0,8.0,8.0,,892f5a3708bffff,POINT(139.710139200357 35.7114566739155),"POLYGON((139.712124101348 35.710985120786, 139.711557691733 35.7127382208191, 139.70957275465 35.7132097425067, 139.708154323826 35.7119281830655, 139.708720783032 35.710175136059, 139.710705623474 35.7097035954674, 139.712124101348 35.710985120786))"
130,12.0,12,11.0,10.0,9.0,6.0,6.0,,892f5a370abffff,POINT(139.700781665918 35.7120608586651),"POLYGON((139.70276640849 35.7115894939755, 139.702199841031 35.7133424466483, 139.700215062379 35.7138137798901, 139.698796947825 35.7125321793817, 139.699363564847 35.7107792797417, 139.701348246863 35.7103079275777, 139.70276640849 35.7115894939755))"
131,6.0,6,6.0,5.0,5.0,,,,892f5a37113ffff,POINT(139.683770069267 35.7080089057593),"POLYGON((139.685754386589 35.7075378234666, 139.685187571432 35.70929051095, 139.683203218057 35.7097615617889, 139.681785776455 35.7084799440969, 139.682352641117 35.706727309659, 139.68433689788 35.7062562398679, 139.685754386589 35.7075378234666))"
132,5.0,5,5.0,,,,,,892f5a37127ffff,POINT(139.668463530353 35.7100235675783),"POLYGON((139.670447615442 35.7095528054347, 139.669880534532 35.7113052511195, 139.66789641341 35.711775981799, 139.666479469807 35.7104942857764, 139.667046600177 35.708741893147, 139.669030624693 35.7082711434851, 139.670447615442 35.7095528054347))"
133,11.0,11,10.0,6.0,6.0,,,,892f5a37153ffff,POINT(139.688873724686 35.7148881234057),"POLYGON((139.690858320323 35.7144170225387, 139.690291536419 35.7161697865026, 139.688306904716 35.7166408559128, 139.686889153554 35.7153591803057, 139.687455986988 35.7136064693819, 139.689440522057 35.7131353810253, 139.690858320323 35.7144170225387))"
134,8.0,8,7.0,,,,,,892f5a3718bffff,POINT(139.68632117915 35.7057851261232),"POLYGON((139.688305484925 35.7053139684237, 139.687738728417 35.7070666972176, 139.685754386589 35.7075378234666, 139.68433689788 35.7062562398679, 139.684903703897 35.7045035641184, 139.686887949117 35.7040324189235, 139.688305484925 35.7053139684237))"
135,6.0,6,6.0,,,,,,892f5a371c7ffff,POINT(139.687171949315 35.7088194161533),"POLYGON((139.689156351701 35.7083482773979, 139.68858958606 35.7101010179243, 139.686605147616 35.7105721252271, 139.685187571432 35.70929051095, 139.685754386589 35.7075378234666, 139.687738728417 35.7070666972176, 139.689156351701 35.7083482773979))"
136,7.0,7,7.0,5.0,5.0,,,,892f5a37203ffff,POINT(139.711000995092 35.7371488967383),"POLYGON((139.712986596083 35.736677626861, 139.712420005434 35.7384307260372, 139.710434368325 35.7389019644513, 139.709015418575 35.7376201226066, 139.709582058851 35.7358670764492, 139.711567599253 35.735395819118, 139.712986596083 35.736677626861))"
137,63.0,63,62.0,56.0,55.0,51.0,48.0,38.0,892f5a37217ffff,POINT(139.710148676522 35.7341140203863),"POLYGON((139.71213418081 35.7336427315939, 139.711567599253 35.735395819118, 139.709582058851 35.7358670764492, 139.708163196709 35.7345852651737, 139.708729827886 35.7328322306698, 139.710715271589 35.7323609544215, 139.71213418081 35.7336427315939))"
138,5.0,5,5.0,,,,,,892f5a3724bffff,POINT(139.716963646941 35.7470644742644),"POLYGON((139.718949623166 35.7465932045542, 139.718383054907 35.7483463916436, 139.716397042545 35.7488176298855, 139.714977695184 35.7475356999499, 139.715544313103 35.7457825658724, 139.717530228727 35.7453113087189, 139.718949623166 35.7465932045542))"
139,11.0,11,10.0,9.0,9.0,5.0,5.0,,892f5a3725bffff,POINT(139.719516168817 35.7448400075422),"POLYGON((139.72150213337 35.7443686623413, 139.720935623856 35.7461218908182, 139.718949623166 35.7465932045542, 139.717530228727 35.7453113087189, 139.718096787904 35.7435581332527, 139.72008269186 35.7430868006114, 139.72150213337 35.7443686623413))"
140,8.0,8,6.0,,,,,,892f5a3726fffff,POINT(139.70419614545 35.746856229192),"POLYGON((139.706181878066 35.7463852046811, 139.705615102131 35.7481381913274, 139.703629333396 35.7486091843631, 139.702210437328 35.7473272096884, 139.702777262883 35.7455742760628, 139.70476293489 35.7451032640914, 139.706181878066 35.7463852046811))"
141,39.0,39,38.0,32.0,32.0,23.0,22.0,19.0,892f5a37283ffff,POINT(139.715252732641 35.7296651311376),"POLYGON((139.717238213628 35.7291936914216, 139.716671749509 35.7309468616523, 139.714686232404 35.7314182699138, 139.713267276114 35.7301365268496, 139.713833789864 35.7283834096368, 139.715819210277 35.7279119824706, 139.717238213628 35.7291936914216))"
142,23.0,23,23.0,21.0,21.0,19.0,18.0,18.0,892f5a37287ffff,POINT(139.711848393914 35.7288547928016),"POLYGON((139.713833789864 35.7283834096368, 139.713267276114 35.7301365268496, 139.711281844052 35.7306078785587, 139.709863022431 35.7293261319661, 139.710429585801 35.7275730677737, 139.712414921175 35.7271016971539, 139.713833789864 35.7283834096368))"
143,5.0,5,5.0,5.0,5.0,5.0,5.0,,892f5a3728bffff,POINT(139.716105262789 35.7327000219904),"POLYGON((139.718090840472 35.7322286011772, 139.717524367272 35.7339817830754, 139.715538753468 35.7344531724321, 139.714119709567 35.7331713987956, 139.714686232404 35.7314182699138, 139.716671749509 35.7309468616523, 139.718090840472 35.7322286011772))"
144,22.0,22,22.0,20.0,20.0,19.0,19.0,18.0,892f5a3728fffff,POINT(139.712700739763 35.7318896341699),"POLYGON((139.714686232404 35.7314182699138, 139.714119709567 35.7331713987956, 139.71213418081 35.7336427315939, 139.710715271589 35.7323609544215, 139.711281844052 35.7306078785587, 139.713267276114 35.7301365268496, 139.714686232404 35.7314182699138))"
145,5.0,5,5.0,,,,,,892f5a37293ffff,POINT(139.717804655148 35.727440511302),"POLYGON((139.719790124474 35.72696899613, 139.719223719072 35.7287222077007, 139.717238213628 35.7291936914216, 139.715819210277 35.7279119824706, 139.716385665315 35.7261588239166, 139.718371074071 35.7256873212972, 139.719790124474 35.72696899613))"
146,6.0,6,6.0,6.0,6.0,,,,892f5a37297ffff,POINT(139.714400281015 35.7266302825351),"POLYGON((139.716385665315 35.7261588239166, 139.715819210277 35.7279119824706, 139.713833789864 35.7283834096368, 139.712414921175 35.7271016971539, 139.712981425837 35.7253485916192, 139.714966749567 35.7248771455484, 139.716385665315 35.7261588239166))"
147,26.0,26,25.0,18.0,18.0,10.0,10.0,7.0,892f5a372a3ffff,POINT(139.705892352884 35.730268678298),"POLYGON((139.70787767542 35.7297974271312, 139.707311053342 35.7315504499724, 139.705325694701 35.7320216696789, 139.703907054828 35.7307398854675, 139.704473726509 35.7289869156504, 139.706458988463 35.728515677021, 139.70787767542 35.7297974271312))"
148,33.0,33,33.0,27.0,27.0,22.0,22.0,18.0,892f5a372abffff,POINT(139.70674440866 35.7333034629156),"POLYGON((139.708729827886 35.7328322306698, 139.708163196709 35.7345852651737, 139.706177741374 35.7350564659572, 139.704759013914 35.7337746511601, 139.705325694701 35.7320216696789, 139.707311053342 35.7315504499724, 139.708729827886 35.7328322306698))"
149,71.0,71,67.0,60.0,58.0,55.0,54.0,46.0,892f5a372bbffff,POINT(139.70929643646 35.731079186266),"POLYGON((139.711281844052 35.7306078785587, 139.710715271589 35.7323609544215, 139.708729827886 35.7328322306698, 139.707311053342 35.7315504499724, 139.70787767542 35.7297974271312, 139.709863022431 35.7293261319661, 139.711281844052 35.7306078785587))"
150,7.0,7,7.0,,,,,,892f5a37307ffff,POINT(139.683771531228 35.7306623600902),"POLYGON((139.685756451493 35.7301915423994, 139.685189464147 35.731944217354, 139.683204507808 35.7324150035716, 139.681786635488 35.7311331338004, 139.682353672369 35.7293805118851, 139.684338532038 35.7289097067021, 139.685756451493 35.7301915423994))"
151,8.0,8,6.0,5.0,5.0,,,,892f5a37347ffff,POINT(139.688876737755 35.7375425731885),"POLYGON((139.690861936503 35.7370717369184, 139.690294980429 35.7388244882064, 139.688309745593 35.7392952930005, 139.686891563526 35.7380133654664, 139.68745856916 35.7362606672122, 139.689443707304 35.7357898434586, 139.690861936503 35.7370717369184))"
152,5.0,5,,,,,,,892f5a3738bffff,POINT(139.692278215896 35.7270260461697),"POLYGON((139.694263198134 35.7265550210813, 139.693696377715 35.7283078318105, 139.691711359394 35.7287788254336, 139.690293258162 35.7274970272749, 139.690860128138 35.7257442695801, 139.692845049792 35.72527325701, 139.694263198134 35.7265550210813))"
153,8.0,8,8.0,,,,,,892f5a373cbffff,POINT(139.697384505006 35.7339061085269),"POLYGON((139.699369765691 35.7334350648096, 139.698802976601 35.7351879518955, 139.69681767982 35.7356589641446, 139.69539926882 35.7343771082495, 139.695966107492 35.7326242741926, 139.697951307584 35.7321532430022, 139.699369765691 35.7334350648096))"
154,6.0,6,6.0,,,,,,892f5a373d7ffff,POINT(139.69568142054 35.7278367942017),"POLYGON((139.697666487863 35.7273657126063, 139.697099717012 35.7291185763673, 139.6951146136 35.7295896264988, 139.693696377715 35.7283078318105, 139.694263198134 35.7265550210813, 139.696248204874 35.7260839520089, 139.697666487863 35.7273657126063))"
155,5.0,5,5.0,,,,,,892f5a3745bffff,POINT(139.731408406988 35.7080205847604),"POLYGON((139.733393612861 35.707548579214, 139.732827577833 35.709302015168, 139.730842335841 35.7097739892874, 139.729423225528 35.7084925463145, 139.729989310209 35.7067391633733, 139.731974455553 35.7062671703925, 139.733393612861 35.707548579214))"
156,5.0,5,,,,,,,892f5a37473ffff,POINT(139.721196412502 35.7055919873416),"POLYGON((139.723181363518 35.7051201514361, 139.722615179568 35.706873428344, 139.72063019245 35.7073452328189, 139.719211485918 35.7060637792656, 139.719777719485 35.7043105553781, 139.72176260997 35.7038387320238, 139.723181363518 35.7051201514361))"
157,48.0,48,46.0,43.0,43.0,37.0,36.0,31.0,892f5a37503ffff,POINT(139.699075675489 35.6946644775211),"POLYGON((139.701059923403 35.6941929428457, 139.700493460132 35.6959458780591, 139.698509176158 35.6964173813007, 139.697091452046 35.6951359682444, 139.697657964851 35.6933830860697, 139.699642152237 35.6929115639129, 139.701059923403 35.6941929428457))"
