idx,count_00_00_00,count_00_30_00,count_01_00_00,count_01_30_00,count_02_00_00,count_02_30_00,count_03_00_00,count_04_00_00,h3id,point,poly
237,27.0,27,27.0,21.0,21.0,16.0,16.0,14.0,892f5aad83bffff,POINT(139.728826813296 35.664928657728),"POLYGON((139.730810824992 35.6644561998635, 139.730245074449 35.6662096177062, 139.72826102668 35.666682044179, 139.72684282599 35.6654010716506, 139.727408626119 35.6636477068343, 139.729392577355 35.6631752615203, 139.730810824992 35.6644561998635))"
238,7.0,7,7.0,,,,,,892f5aad843ffff,POINT(139.739887511337 35.6703884631297),"POLYGON((139.741871874105 35.6699158545666, 139.741306263374 35.671669443342, 139.739321864512 35.672142020515, 139.737903172941 35.6708610277361, 139.738468833301 35.6691074919781, 139.740453135606 35.6686348959819, 139.741871874105 35.6699158545666))"
239,75.0,75,75.0,64.0,64.0,53.0,53.0,40.0,892f5aad84fffff,POINT(139.737337490025 35.6726145537299),"POLYGON((139.739321864512 35.672142020515, 139.73875619513 35.6738955681341, 139.73677178455 35.6743680699556, 139.735353139917 35.6730870429877, 139.735918858922 35.671333548387, 139.737903172941 35.6708610277361, 139.739321864512 35.672142020515))"
240,10.0,10,9.0,8.0,8.0,5.0,5.0,,892f5aad87bffff,POINT(139.733934569284 35.6718060250833),"POLYGON((139.735918858922 35.671333548387, 139.735353139917 35.6730870429877, 139.733368814192 35.6735594882894, 139.731950304031 35.6722784578261, 139.732516072648 35.6705250162464, 139.734500301817 35.6700525521094, 139.735918858922 35.671333548387))"
241,7.0,7,7.0,,,,,,892f5aad883ffff,POINT(139.739025350108 35.656024417118),"POLYGON((139.741009315006 35.6555516579518, 139.740443798978 35.6573052403136, 139.738459798002 35.6577779681016, 139.737041409575 35.6564971323445, 139.737606975208 35.6547436030044, 139.739590879666 35.6542708564, 139.741009315006 35.6555516579518))"
242,43.0,43,43.0,34.0,34.0,26.0,26.0,20.0,892f5aad887ffff,POINT(139.735623095117 35.6552163056716),"POLYGON((139.737606975208 35.6547436030044, 139.737041409575 35.6564971323445, 139.735057493411 35.6569698036321, 139.733639239398 35.6556889644024, 139.734204854625 35.6539354880868, 139.736188674275 35.6534627979767, 139.737606975208 35.6547436030044))"
243,23.0,23,23.0,20.0,20.0,13.0,13.0,7.0,892f5aad8bbffff,POINT(139.73307360162 35.6574424309819),"POLYGON((139.735057493411 35.6569698036321, 139.734491869155 35.6587232918545, 139.732507941292 35.6591958878214, 139.731089734207 35.6579150143949, 139.731655408053 35.656161579198, 139.733639239398 35.6556889644024, 139.735057493411 35.6569698036321))"
244,10.0,10,9.0,,,,,,892f5aad90fffff,POINT(139.708417418684 35.660076461912),"POLYGON((139.71040092115 35.6596043428623, 139.70983487326 35.6613574425079, 139.707851334755 35.6618295301585, 139.706433940648 35.6605485370409, 139.707000038054 35.6587954904371, 139.708983480054 35.6583233839094, 139.71040092115 35.6596043428623))"
245,14.0,14,14.0,12.0,12.0,12.0,12.0,11.0,892f5aad923ffff,POINT(139.7016160416 35.6584585843575),"POLYGON((139.703599374265 35.6579865781797, 139.703033227353 35.6597395717391, 139.701049858659 35.6602115465153, 139.699632733378 35.6589305466217, 139.700198929784 35.6571776061092, 139.702182201981 35.6567056124438, 139.703599374265 35.6579865781797))"
246,102.0,102,100.0,86.0,85.0,74.0,74.0,66.0,892f5aad927ffff,POINT(139.698215682031 35.6576495558636),"POLYGON((139.700198929784 35.6571776061092, 139.699632733378 35.6589305466217, 139.697649449601 35.6594024649733, 139.696232458726 35.6581214617079, 139.696798704615 35.656368574245, 139.698781891899 35.6558966369982, 139.700198929784 35.6571776061092))"
247,28.0,28,27.0,27.0,27.0,26.0,25.0,26.0,892f5aad92bffff,POINT(139.702467057879 35.6614925555407),"POLYGON((139.704450487044 35.6610205682501, 139.703884331041 35.6627735736939, 139.701900865842 35.6632455295808, 139.700483653155 35.6619644989136, 139.701049858659 35.6602115465153, 139.703033227353 35.6597395717391, 139.704450487044 35.6610205682501))"
248,108.0,108,107.0,100.0,100.0,89.0,88.0,74.0,892f5aad92fffff,POINT(139.699066514409 35.6606834773765),"POLYGON((139.701049858659 35.6602115465153, 139.700483653155 35.6619644989136, 139.698500272877 35.6624363983698, 139.697083194607 35.6611553643234, 139.697649449601 35.6594024649733, 139.699632733378 35.6589305466217, 139.701049858659 35.6602115465153))"
249,10.0,10,10.0,9.0,9.0,8.0,7.0,5.0,892f5aad933ffff,POINT(139.704165498617 35.6562335748662),"POLYGON((139.706148819688 35.6557614933755, 139.705582731367 35.6575145280872, 139.703599374265 35.6579865781797, 139.702182201981 35.6567056124438, 139.702748339801 35.6549526307779, 139.70473160041 35.6544805618024, 139.706148819688 35.6557614933755))"
250,12.0,12,12.0,11.0,11.0,10.0,10.0,7.0,892f5aad937ffff,POINT(139.70076510363 35.6554246558428),"POLYGON((139.702748339801 35.6549526307779, 139.702182201981 35.6567056124438, 139.700198929784 35.6571776061092, 139.698781891899 35.6558966369982, 139.699348079207 35.6541437083807, 139.701331254916 35.6536716958261, 139.702748339801 35.6549526307779))"
251,7.0,7,7.0,5.0,5.0,5.0,5.0,,892f5aad93bffff,POINT(139.705016620486 35.6592675530467),"POLYGON((139.707000038054 35.6587954904371, 139.706433940648 35.6605485370409, 139.704450487044 35.6610205682501, 139.703033227353 35.6597395717391, 139.703599374265 35.6579865781797, 139.705582731367 35.6575145280872, 139.707000038054 35.6587954904371))"
252,7.0,7,7.0,5.0,5.0,,,,892f5aad94bffff,POINT(139.716923255477 35.6677624821699),"POLYGON((139.718907120763 35.6672902879419, 139.718341153815 35.6690435174117, 139.71635725247 35.6695156802389, 139.714939414607 35.6682346324621, 139.715505431109 35.6664814560261, 139.717489235922 35.6660092743334, 139.718907120763 35.6672902879419))"
253,6.0,6,6.0,,,,,,892f5aad973ffff,POINT(139.709268802811 35.6631105323956),"POLYGON((139.711252401787 35.6626384322212, 139.71068634482 35.6643915437484, 139.7087027098 35.6648636125216, 139.707285228264 35.6635825886452, 139.707851334755 35.6618295301585, 139.70983487326 35.6613574425079, 139.711252401787 35.6626384322212))"
254,15.0,15,13.0,12.0,12.0,10.0,10.0,8.0,892f5aad987ffff,POINT(139.711813448545 35.6495578476858),"POLYGON((139.713796734788 35.6490855402797, 139.713230822234 35.650838698395, 139.711247499956 35.6513109744128, 139.709830186717 35.6500301111803, 139.710396148784 35.6482770061074, 139.71237937458 35.647804711225, 139.713796734788 35.6490855402797))"
255,12.0,12,8.0,6.0,6.0,,,,892f5aad997ffff,POINT(139.714362624789 35.6473323724326),"POLYGON((139.716345899407 35.6468599897291, 139.715780045442 35.6486131889611, 139.713796734788 35.6490855402797, 139.71237937458 35.647804711225, 139.712945278064 35.6460515650342, 139.71492849224 35.6455791948572, 139.716345899407 35.6468599897291))"
256,5.0,5,5.0,,,,,,892f5aad9afffff,POINT(139.703314455063 35.6531996393636),"POLYGON((139.705297679645 35.652727538992, 139.70473160041 35.6544805618024, 139.702748339801 35.6549526307779, 139.701331254916 35.6536716958261, 139.701897383643 35.651918726063, 139.703880547767 35.6514466382046, 139.705297679645 35.652727538992))"
257,60.0,59,55.0,46.0,45.0,40.0,40.0,35.0,892f5aad9b3ffff,POINT(139.708412947405 35.6487492570807),"POLYGON((139.710396148784 35.6482770061074, 139.709830186717 35.6500301111803, 139.707846949308 35.6505023307642, 139.706429770447 35.6492214641462, 139.706995782017 35.6474684121182, 139.708978922948 35.6469961736637, 139.710396148784 35.6482770061074))"
258,21.0,21,20.0,19.0,19.0,13.0,13.0,9.0,892f5aad9cbffff,POINT(139.721170762955 35.6602772724429),"POLYGON((139.723154508416 35.6598049086988, 139.722588667763 35.6615582086011, 139.720604886244 35.6620305409531, 139.719187041897 35.6607495922561, 139.719752932107 35.6589963453868, 139.721736617109 35.6585239941818, 139.723154508416 35.6598049086988))"
259,32.0,32,32.0,28.0,28.0,23.0,22.0,15.0,892f5aad9dbffff,POINT(139.723720326513 35.6580515990476),"POLYGON((139.725704060314 35.6575791599831, 139.725138278276 35.6593325010231, 139.723154508416 35.6598049086988, 139.721736617109 35.6585239941818, 139.722302448709 35.6567707061737, 139.724286122057 35.6562982796511, 139.725704060314 35.6575791599831))"
260,11.0,11,11.0,6.0,6.0,,,,892f5aada2fffff,POINT(139.728841961178 35.6875868418448),"POLYGON((139.730826575631 35.6871146477655, 139.730260653546 35.6888680543035, 139.728276002998 35.6893402169718, 139.72685737113 35.6880589919568, 139.727423342832 35.686305638439, 139.729407896787 35.6858334569163, 139.730826575631 35.6871146477655))"
261,7.0,7,6.0,,,,,,892f5aada63ffff,POINT(139.736502031283 35.6922395016296),"POLYGON((139.738486912132 35.6917672133228, 139.737921080286 35.6935207376932, 139.735936163327 35.6939929945894, 139.734517174828 35.692711745958, 139.73508305632 35.6909582746012, 139.737067876669 35.6904859988625, 139.738486912132 35.6917672133228))"
262,13.0,13,12.0,9.0,9.0,9.0,9.0,8.0,892f5aadaa3ffff,POINT(139.73564030592 35.677875073088),"POLYGON((139.737624788687 35.6774026340587, 139.737059051624 35.6791561523568, 139.735074532762 35.6796285599873, 139.733655847539 35.6783474681556, 139.734221634226 35.6765940028757, 139.736206056516 35.6761215764096, 139.737624788687 35.6774026340587))"
263,44.0,44,43.0,38.0,38.0,32.0,32.0,22.0,892f5aadab3ffff,POINT(139.738190503188 35.6756491059833),"POLYGON((139.74017497424 35.6751765915958, 139.739609295835 35.6769301510667, 139.737624788687 35.6774026340587, 139.736206056516 35.6761215764096, 139.73677178455 35.6743680699556, 139.73875619513 35.6738955681341, 139.74017497424 35.6751765915958))"
264,22.0,22,21.0,13.0,13.0,12.0,11.0,8.0,892f5aadab7ffff,POINT(139.734787398352 35.6748405278185),"POLYGON((139.73677178455 35.6743680699556, 139.736206056516 35.6761215764096, 139.734221634226 35.6765940028757, 139.732803036539 35.6753129417237, 139.733368814192 35.6735594882894, 139.735353139917 35.6730870429877, 139.73677178455 35.6743680699556))"
265,22.0,22,22.0,13.0,12.0,8.0,8.0,,892f5aadb4bffff,POINT(139.72288826427 35.6890031602829),"POLYGON((139.724872805493 35.6885310981025, 139.72430677513 35.690284410403, 139.722322197819 35.6907564411678, 139.720903747466 35.689475178499, 139.72146982743 35.6877219192224, 139.723454308149 35.687249869591, 139.724872805493 35.6885310981025))"
266,13.0,13,13.0,11.0,10.0,8.0,8.0,5.0,892f5aadb4fffff,POINT(139.719485371131 35.6881939248919),"POLYGON((139.72146982743 35.6877219192224, 139.720903747466 35.689475178499, 139.718919255085 35.6899471527518, 139.717500939258 35.6886658866008, 139.71806706881 35.6869126803506, 139.720051464604 35.6864406872253, 139.72146982743 35.6877219192224))"
267,7.0,7,7.0,5.0,5.0,5.0,,,892f5aadb6bffff,POINT(139.713532148804 35.6896096781402),"POLYGON((139.715516531814 35.6891378043499, 139.714950343609 35.6908909693716, 139.712965924523 35.6913628117406, 139.711547790232 35.6900815079728, 139.712114028008 35.6883283959813, 139.714098350508 35.6878565347276, 139.715516531814 35.6891378043499))"
268,14.0,14,14.0,11.0,11.0,8.0,8.0,6.0,892f5aadc33ffff,POINT(139.745820365828 35.6463106402639),"POLYGON((139.747804199039 35.6458376363661, 139.74723886789 35.6475913300877, 139.7452549986 35.6480643026193, 139.743836556961 35.6467836002274, 139.744401937725 35.6450299595256, 139.746385710516 35.6445569681962, 139.747804199039 35.6458376363661))"
269,19.0,18,18.0,18.0,18.0,7.0,7.0,,892f5aadc3bffff,POINT(139.7466735142 35.6493450140952),"POLYGON((139.748657443914 35.6488720289933, 139.748092103766 35.6506257346512, 139.746108137969 35.6510986883849, 139.74468960883 35.6498179552589, 139.7452549986 35.6480643026193, 139.74723886789 35.6475913300877, 139.748657443914 35.6488720289933))"
270,6.0,6,6.0,,,,,,892f5aadc47ffff,POINT(139.754332487723 35.6539949153561),"POLYGON((139.756316683479 35.6535218360013, 139.755751433623 35.6552756596125, 139.753767201769 35.6557487075994, 139.752348316299 35.6544679507615, 139.752913615806 35.6527141801621, 139.754897751136 35.6522411133891, 139.756316683479 35.6535218360013))"
271,16.0,16,16.0,13.0,13.0,10.0,10.0,8.0,892f5aadc4fffff,POINT(139.755186161224 35.6570294734982),"POLYGON((139.75717045351 35.6565564129275, 139.75660519467 35.6583102484539, 139.754620866282 35.6587832776546, 139.753201893271 35.6575024901154, 139.753767201769 35.6557487075994, 139.755751433623 35.6552756596125, 139.75717045351 35.6565564129275))"
272,6.0,6,6.0,6.0,6.0,,,,892f5aadc7bffff,POINT(139.751782994249 35.6562217116355),"POLYGON((139.753767201769 35.6557487075994, 139.753201893271 35.6575024901154, 139.751217649656 35.6579754627803, 139.749798811069 35.6566946717216, 139.750364169212 35.6549409422186, 139.752348316299 35.6544679507615, 139.753767201769 35.6557487075994))"
273,9.0,9,9.0,8.0,8.0,5.0,5.0,,892f5aadcabffff,POINT(139.74836950765 35.6440839329341),"POLYGON((139.750353329121 35.6436108537384, 139.749788056591 35.6453645885332, 139.747804199039 35.6458376363661, 139.746385710516 35.6445569681962, 139.746951032666 35.6428032864201, 139.748934793722 35.6423302197955, 139.750353329121 35.6436108537384))"
274,8.0,9,9.0,9.0,9.0,9.0,9.0,,892f5aadd2fffff,POINT(139.716911730823 35.6451067807707),"POLYGON((139.718894993808 35.6446343227737, 139.718329198429 35.6463875631137, 139.716345899407 35.6468599897291, 139.71492849224 35.6455791948572, 139.715494337142 35.6438260075573, 139.717477539691 35.6433535620896, 139.718894993808 35.6446343227737))"
275,9.0,9,9.0,7.0,6.0,6.0,6.0,5.0,892f5aadd4bffff,POINT(139.734770447305 35.6521820020387),"POLYGON((139.736754230886 35.6517092805512, 139.736188674275 35.6534627979767, 139.734204854625 35.6539354880868, 139.732786688095 35.652654679594, 139.733352294294 35.6509012151944, 139.735336017438 35.6504285062619, 139.736754230886 35.6517092805512))"
276,8.0,8,7.0,,,,,,892f5aadd67ffff,POINT(139.721164355435 35.6489491551729),"POLYGON((139.723147799736 35.6484766595747, 139.722582044842 35.6502299648815, 139.720598564494 35.6507024290973, 139.71918093553 35.6494216068531, 139.719746739965 35.6476683545824, 139.721730123826 35.6471958715201, 139.723147799736 35.6484766595747))"
277,6.0,6,6.0,,,,,,892f5aaddcfffff,POINT(139.735614493635 35.6438872603646),"POLYGON((139.737598072525 35.6434144259418, 139.737032592567 35.6451679605963, 139.735048977615 35.6456407636493, 139.733630939109 35.6443600508638, 139.734196468646 35.6426065692368, 139.736179987113 35.642133747368, 139.737598072525 35.6434144259418))"
278,94.0,94,93.0,82.0,81.0,66.0,63.0,47.0,892f5aade03ffff,POINT(139.758601640939 35.669168131973),"POLYGON((139.760586319427 35.6686951465403, 139.760021024662 35.6704490296357, 139.758036310056 35.6709219836901, 139.756616986785 35.6696410734361, 139.757182331234 35.6678872433453, 139.759166949272 35.6674142705042, 139.760586319427 35.6686951465403))"
279,27.0,27,24.0,18.0,18.0,15.0,15.0,14.0,892f5aade07ffff,POINT(139.755197737531 35.6683601722194),"POLYGON((139.757182331234 35.6678872433453, 139.756616986785 35.6696410734361, 139.75463235697 35.6701139709305, 139.753213168168 35.6688330571273, 139.753778562289 35.6670792800438, 139.755763095542 35.6666063637566, 139.757182331234 35.6678872433453))"
280,46.0,46,46.0,45.0,45.0,37.0,37.0,31.0,892f5aade0bffff,POINT(139.759455707348 35.6722029029775),"POLYGON((139.761440482407 35.6717299363295, 139.760875178664 35.6734838312943, 139.758890367482 35.6739567665618, 139.757470956623 35.6726758256517, 139.758036310056 35.6709219836901, 139.760021024662 35.6704490296357, 139.761440482407 35.6717299363295))"
281,55.0,55,53.0,48.0,47.0,45.0,43.0,20.0,892f5aade13ffff,POINT(139.761151591642 35.6669412536948),"POLYGON((139.763136258339 35.6664681929164, 139.762571022243 35.6682221171368, 139.760586319427 35.6686951465403, 139.759166949272 35.6674142705042, 139.759732235057 35.6656603992873, 139.761716841311 35.6651873511032, 139.763136258339 35.6664681929164))"
282,113.0,113,110.0,86.0,86.0,77.0,77.0,63.0,892f5aade17ffff,POINT(139.757747653133 35.6661334035047),"POLYGON((139.759732235057 35.6656603992873, 139.759166949272 35.6674142705042, 139.757182331234 35.6678872433453, 139.755763095542 35.6666063637566, 139.756328431004 35.6648525455457, 139.758312952484 35.6643795539179, 139.759732235057 35.6656603992873))"
283,126.0,126,119.0,91.0,86.0,66.0,66.0,38.0,892f5aade1bffff,POINT(139.7620057636 35.6699760316091),"POLYGON((139.763990526865 35.6695029896093, 139.763425281796 35.6712569257069, 139.761440482407 35.6717299363295, 139.760021024662 35.6704490296357, 139.760586319427 35.6686951465403, 139.762571022243 35.6682221171368, 139.763990526865 35.6695029896093))"
284,8.0,8,8.0,5.0,5.0,,,,892f5aade23ffff,POINT(139.74924410248 35.6697786950487),"POLYGON((139.75122862315 35.6693058980701, 139.750663170369 35.6710596340174, 139.748678613594 35.6715323996118, 139.747259606163 35.6702514480642, 139.7478251086 35.6684977651279, 139.749809568814 35.6680249807285, 139.75122862315 35.6693058980701))"
285,5.0,5,5.0,5.0,5.0,,,,892f5aade33ffff,POINT(139.751794053378 35.6675521523674),"POLYGON((139.753778562289 35.6670792800438, 139.753213168168 35.6688330571273, 139.75122862315 35.6693058980701, 139.749809568814 35.6680249807285, 139.750375012595 35.6662712566548, 139.752359461056 35.6657983969132, 139.753778562289 35.6670792800438))"
286,6.0,6,6.0,5.0,5.0,,,,892f5aade53ffff,POINT(139.766264540273 35.6738187409735),"POLYGON((139.768249484889 35.6733456611712, 139.767684280562 35.6750996621348, 139.765699299812 35.6755727105591, 139.764279619978 35.6742917767951, 139.764844874019 35.6725378288296, 139.766829758183 35.6720647616304, 139.768249484889 35.6733456611712))"
287,8.0,8,8.0,8.0,8.0,8.0,7.0,5.0,892f5aade57ffff,POINT(139.762860014178 35.6730108520506),"POLYGON((139.764844874019 35.6725378288296, 139.764279619978 35.6742917767951, 139.762294724009 35.6747647686369, 139.760875178664 35.6734838312943, 139.761440482407 35.6717299363295, 139.763425281796 35.6712569257069, 139.764844874019 35.6725378288296))"
288,31.0,31,28.0,23.0,23.0,13.0,13.0,11.0,892f5aadeabffff,POINT(139.75434393386 35.6653254932105),"POLYGON((139.756328431004 35.6648525455457, 139.755763095542 35.6666063637566, 139.753778562289 35.6670792800438, 139.752359461056 35.6657983969132, 139.752924846184 35.664044631711, 139.754909282882 35.6635716966311, 139.756328431004 35.6648525455457))"
289,21.0,21,20.0,15.0,15.0,12.0,12.0,8.0,892f5aadebbffff,POINT(139.756893743919 35.6630987175907),"POLYGON((139.758878229288 35.6626256945887, 139.758312952484 35.6643795539179, 139.756328431004 35.6648525455457, 139.754909282882 35.6635716966311, 139.755474609357 35.6618178903094, 139.757459034287 35.6613448798951, 139.758878229288 35.6626256945887))"
290,9.0,9,8.0,7.0,6.0,5.0,,,892f5aadec7ffff,POINT(139.764555749385 35.6677490437617),"POLYGON((139.766540500848 35.6672759264139, 139.765975314453 35.6690299036353, 139.763990526865 35.6695029896093, 139.762571022243 35.6682221171368, 139.763136258339 35.6664681929164, 139.765120949359 35.6659950881678, 139.766540500848 35.6672759264139))"
291,19.0,19,19.0,13.0,13.0,10.0,10.0,6.0,892f5aadecbffff,POINT(139.768814666667 35.6715916504518),"POLYGON((139.770799599465 35.671118495293, 139.770234453822 35.672872537387, 139.768249484889 35.6733456611712, 139.766829758183 35.6720647616304, 139.767394953545 35.6703107725333, 139.769379825897 35.6698376299804, 139.770799599465 35.671118495293))"
292,15.0,15,15.0,11.0,11.0,8.0,8.0,,892f5aadecfffff,POINT(139.76541010551 35.6707838711085),"POLYGON((139.767394953545 35.6703107725333, 139.766829758183 35.6720647616304, 139.764844874019 35.6725378288296, 139.763425281796 35.6712569257069, 139.763990526865 35.6695029896093, 139.765975314453 35.6690299036353, 139.767394953545 35.6703107725333))"
293,10.0,10,10.0,9.0,9.0,9.0,9.0,8.0,892f5aaded3ffff,POINT(139.770510076718 35.6663295597964),"POLYGON((139.772494901117 35.6658563105246, 139.771929823111 35.6676103818581, 139.76994496258 35.6680835997607, 139.768525276627 35.6668027650925, 139.76909040435 35.6650487467562, 139.771075168312 35.6645755100911, 139.772494901117 35.6658563105246))"
